"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-04-19,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-19,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,7
2020-04-20,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-20,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-04-20,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-20,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-20,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,9
2020-04-21,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-21,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-21,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-21,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-04-21,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,9
2020-04-22,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-04-22,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-04-22,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-22,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-22,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,12
2020-04-23,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-04-23,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-04-23,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-23,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-23,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,11
2020-04-24,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-04-24,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-04-24,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-24,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-24,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-04-25,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-25,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-04-25,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-25,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-04-25,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,9
2020-04-26,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-26,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-26,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-26,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-04-26,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-04-27,"Velindre University NHS Trust","Firebreak lockdown","All",NA,9
2020-04-27,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-27,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-27,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-04-27,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,5
2020-04-28,"Velindre University NHS Trust","Firebreak lockdown","All",NA,8
2020-04-28,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-04-28,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-28,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-04-28,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,7
2020-04-29,"Velindre University NHS Trust","Firebreak lockdown","All",NA,11
2020-04-29,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-04-29,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-04-29,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-04-29,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-04-30,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-04-30,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-04-30,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-04-30,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-04-30,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-05-01,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-05-01,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-01,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-01,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-01,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,9
2020-05-02,"Velindre University NHS Trust","Firebreak lockdown","All",NA,12
2020-05-02,"Velindre University NHS Trust","Firebreak lockdown","C19","All",5
2020-05-02,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-02,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-02,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,7
2020-05-03,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-05-03,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-03,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-03,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-03,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,10
2020-05-04,"Velindre University NHS Trust","Firebreak lockdown","All",NA,14
2020-05-04,"Velindre University NHS Trust","Firebreak lockdown","C19","All",6
2020-05-04,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-04,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",4
2020-05-04,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-05-05,"Velindre University NHS Trust","Firebreak lockdown","All",NA,16
2020-05-05,"Velindre University NHS Trust","Firebreak lockdown","C19","All",8
2020-05-05,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-05,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",7
2020-05-05,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,8
2020-05-06,"Velindre University NHS Trust","Firebreak lockdown","All",NA,18
2020-05-06,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-06,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-06,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-06,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,14
2020-05-07,"Velindre University NHS Trust","Firebreak lockdown","All",NA,19
2020-05-07,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-07,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-07,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-07,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,16
2020-05-08,"Velindre University NHS Trust","Firebreak lockdown","All",NA,20
2020-05-08,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-08,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-08,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-08,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,16
2020-05-09,"Velindre University NHS Trust","Firebreak lockdown","All",NA,21
2020-05-09,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-09,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-09,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-09,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,17
2020-05-10,"Velindre University NHS Trust","Firebreak lockdown","All",NA,18
2020-05-10,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-10,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-10,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-10,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-11,"Velindre University NHS Trust","Firebreak lockdown","All",NA,17
2020-05-11,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-05-11,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-11,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-05-11,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-12,"Velindre University NHS Trust","Firebreak lockdown","All",NA,17
2020-05-12,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-05-12,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-12,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-12,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-13,"Velindre University NHS Trust","Firebreak lockdown","All",NA,19
2020-05-13,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-05-13,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-13,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-13,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,17
2020-05-14,"Velindre University NHS Trust","Firebreak lockdown","All",NA,13
2020-05-14,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-05-14,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-14,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-05-14,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,12
2020-05-15,"Velindre University NHS Trust","Firebreak lockdown","All",NA,16
2020-05-15,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-15,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-15,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-15,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-16,"Velindre University NHS Trust","Firebreak lockdown","All",NA,16
2020-05-16,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-05-16,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-16,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-16,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-17,"Velindre University NHS Trust","Firebreak lockdown","All",NA,14
2020-05-17,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-05-17,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-17,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-17,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-18,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-05-18,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-18,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-18,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-18,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,12
2020-05-19,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-05-19,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-19,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-19,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-19,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,11
2020-05-20,"Velindre University NHS Trust","Firebreak lockdown","All",NA,17
2020-05-20,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-20,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-20,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-20,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-21,"Velindre University NHS Trust","Firebreak lockdown","All",NA,18
2020-05-21,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-21,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",2
2020-05-21,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-21,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-22,"Velindre University NHS Trust","Firebreak lockdown","All",NA,18
2020-05-22,"Velindre University NHS Trust","Firebreak lockdown","C19","All",6
2020-05-22,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",1
2020-05-22,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",5
2020-05-22,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,12
2020-05-23,"Velindre University NHS Trust","Firebreak lockdown","All",NA,19
2020-05-23,"Velindre University NHS Trust","Firebreak lockdown","C19","All",6
2020-05-23,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-23,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",6
2020-05-23,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-24,"Velindre University NHS Trust","Firebreak lockdown","All",NA,14
2020-05-24,"Velindre University NHS Trust","Firebreak lockdown","C19","All",3
2020-05-24,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-24,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",3
2020-05-24,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,11
2020-05-25,"Velindre University NHS Trust","Firebreak lockdown","All",NA,16
2020-05-25,"Velindre University NHS Trust","Firebreak lockdown","C19","All",0
2020-05-25,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-25,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",0
2020-05-25,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,16
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","All",NA,16
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","C19_Rec","Recovering",0
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-26,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,15
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","C19","All",4
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","C19_Rec","Recovering",0
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",4
2020-05-27,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,11
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","All",NA,14
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","C19","All",1
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","C19_Rec","Recovering",0
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",1
2020-05-28,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","All",NA,15
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","C19","All",2
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","C19_Rec","Recovering",0
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","C19_Sus","Suspected",2
2020-05-29,"Velindre University NHS Trust","Firebreak lockdown","NonC19",NA,13
2020-05-30,"Velindre University NHS Trust","Firebreak lockdown","All",NA,20
2020-05-30,"Velindre University NHS Trust","Firebreak lockdown","C19","All",0
2020-05-30,"Velindre University NHS Trust","Firebreak lockdown","C19_Con","Confirmed",0
2020-05-30,"Velindre University NHS Trust","Firebreak lockdown","C19_Rec","Recovering",0
